employee_id,first_name,last_name,email,phone,pic_path,employee_role,position,department
81392714,Sabine,Wren,sabine.wren@scanner.com,+1-555-234-9140,/images/81392714.jpg,Support Specialist,Coordinator,Security & Strategy
23987737,Wedge,Antilles,wedge.antilles@scanner.com,+1-555-213-3197,/images/23987737.jpg,Associate,Coordinator,Galactic Operations
86388245,Anakin,Skywalker,anakin.skywalker@scanner.com,+1-555-289-5108,/images/86388245.jpg,Senior Officer,Manager,Rebel Relations
51681433,Aurra,Sing,aurra.sing@scanner.com,+1-555-728-4640,/images/51681433.jpg,Senior Officer,Coordinator,Droid Services
23082833,Bossk,Unknown,bossk.unknown@scanner.com,+1-555-886-6206,/images/23082833.jpg,Associate,Analyst,Galactic Operations
21966219,Poe,Dameron,poe.dameron@scanner.com,+1-555-725-6005,/images/21966219.jpg,Associate,Technician,Galactic Operations
43114819,Leia,Organa,leia.organa@scanner.com,+1-555-876-9803,/images/43114819.jpg,Project Lead,Technician,Security & Strategy
15907223,Palpatine,Sidious,palpatine.sidious@scanner.com,+1-555-671-9609,/images/15907223.jpg,Senior Officer,Manager,Droid Services
29620721,Aurra,Sing,aurra.sing@scanner.com,+1-555-865-7590,/images/29620721.jpg,Support Specialist,Analyst,Droid Services
10525687,Yoda,Unknown,yoda.unknown@scanner.com,+1-555-763-2767,/images/10525687.jpg,Senior Officer,Coordinator,Droid Services
83887054,Finn,Unknown,finn.unknown@scanner.com,+1-555-856-3827,/images/83887054.jpg,Support Specialist,Technician,Security & Strategy
27228538,Ezra,Bridger,ezra.bridger@scanner.com,+1-555-745-8759,/images/27228538.jpg,Support Specialist,Technician,Galactic Operations
80574213,Din,Djarin,din.djarin@scanner.com,+1-555-908-7700,/images/80574213.jpg,Support Specialist,Technician,Security & Strategy
25405500,Yoda,Unknown,yoda.unknown@scanner.com,+1-555-865-8657,/images/25405500.jpg,Support Specialist,Technician,Galactic Operations
46307070,Lando,Calrissian,lando.calrissian@scanner.com,+1-555-535-8087,/images/46307070.jpg,Senior Officer,Coordinator,Security & Strategy
39447869,Anakin,Skywalker,anakin.skywalker@scanner.com,+1-555-482-8125,/images/39447869.jpg,Project Lead,Technician,Droid Services
78311480,Cody,Unknown,cody.unknown@scanner.com,+1-555-852-9688,/images/78311480.jpg,Support Specialist,Coordinator,Galactic Operations
44554577,Lando,Calrissian,lando.calrissian@scanner.com,+1-555-723-9619,/images/44554577.jpg,Support Specialist,Coordinator,Rebel Relations
82213638,Chewbacca,Wookiee,chewbacca.wookiee@scanner.com,+1-555-217-3453,/images/82213638.jpg,Support Specialist,Analyst,Galactic Operations
86945173,Mace,Windu,mace.windu@scanner.com,+1-555-925-9281,/images/86945173.jpg,Senior Officer,Analyst,Rebel Relations
14117166,Grogu,Unknown,grogu.unknown@scanner.com,+1-555-831-6626,/images/14117166.jpg,Project Lead,Coordinator,Security & Strategy
28945036,Barriss,Offee,barriss.offee@scanner.com,+1-555-741-1703,/images/28945036.jpg,Project Lead,Technician,Galactic Operations
61523647,Sabine,Wren,sabine.wren@scanner.com,+1-555-192-1643,/images/61523647.jpg,Senior Officer,Manager,Galactic Operations
82248201,Kylo,Ren,kylo.ren@scanner.com,+1-555-953-2483,/images/82248201.jpg,Associate,Manager,Galactic Operations
51717476,Han,Solo,han.solo@scanner.com,+1-555-537-3045,/images/51717476.jpg,Support Specialist,Manager,Droid Services
42133906,Baze,Malbus,baze.malbus@scanner.com,+1-555-196-8591,/images/42133906.jpg,Associate,Manager,Droid Services
22221253,Hux,Unknown,hux.unknown@scanner.com,+1-555-705-6691,/images/22221253.jpg,Senior Officer,Manager,Droid Services
17342130,Luke,Skywalker,luke.skywalker@scanner.com,+1-555-823-3012,/images/17342130.jpg,Project Lead,Coordinator,Droid Services
85558584,Din,Djarin,din.djarin@scanner.com,+1-555-228-8047,/images/85558584.jpg,Associate,Coordinator,Rebel Relations
55732850,Kit,Fisto,kit.fisto@scanner.com,+1-555-218-7777,/images/55732850.jpg,Project Lead,Analyst,Droid Services
23874001,Anakin,Skywalker,anakin.skywalker@scanner.com,+1-555-193-2373,/images/23874001.jpg,Support Specialist,Coordinator,Droid Services
24301995,Fives,Unknown,fives.unknown@scanner.com,+1-555-599-4203,/images/24301995.jpg,Support Specialist,Technician,Security & Strategy
56398042,Han,Solo,han.solo@scanner.com,+1-555-664-6741,/images/56398042.jpg,Associate,Technician,Security & Strategy
69073491,Qui-Gon,Jinn,qui-gon.jinn@scanner.com,+1-555-990-9622,/images/69073491.jpg,Associate,Coordinator,Droid Services
95798266,Admiral,Ackbar,admiral.ackbar@scanner.com,+1-555-151-3777,/images/95798266.jpg,Senior Officer,Coordinator,Droid Services
41933058,Mon,Mothma,mon.mothma@scanner.com,+1-555-263-7956,/images/41933058.jpg,Project Lead,Analyst,Security & Strategy
82539808,Rey,Palpatine,rey.palpatine@scanner.com,+1-555-520-8513,/images/82539808.jpg,Support Specialist,Coordinator,Rebel Relations
73669954,Lando,Calrissian,lando.calrissian@scanner.com,+1-555-569-6056,/images/73669954.jpg,Project Lead,Technician,Security & Strategy
60420528,Kit,Fisto,kit.fisto@scanner.com,+1-555-292-5261,/images/60420528.jpg,Support Specialist,Analyst,Rebel Relations
84572277,Kylo,Ren,kylo.ren@scanner.com,+1-555-144-6946,/images/84572277.jpg,Project Lead,Manager,Droid Services
69689621,Poe,Dameron,poe.dameron@scanner.com,+1-555-918-4948,/images/69689621.jpg,Associate,Coordinator,Security & Strategy
57533195,Hux,Unknown,hux.unknown@scanner.com,+1-555-505-1696,/images/57533195.jpg,Project Lead,Coordinator,Rebel Relations
72830634,Bossk,Unknown,bossk.unknown@scanner.com,+1-555-407-8147,/images/72830634.jpg,Senior Officer,Analyst,Galactic Operations
87438453,Cassian,Andor,cassian.andor@scanner.com,+1-555-842-8992,/images/87438453.jpg,Associate,Manager,Droid Services
12986841,Wedge,Antilles,wedge.antilles@scanner.com,+1-555-304-5433,/images/12986841.jpg,Project Lead,Manager,Galactic Operations
49484902,Wedge,Antilles,wedge.antilles@scanner.com,+1-555-813-6286,/images/49484902.jpg,Senior Officer,Analyst,Rebel Relations
89560833,Padmé,Amidala,padmé.amidala@scanner.com,+1-555-528-8749,/images/89560833.jpg,Associate,Coordinator,Rebel Relations
91952924,Phasma,Unknown,phasma.unknown@scanner.com,+1-555-143-2374,/images/91952924.jpg,Associate,Manager,Droid Services
32730745,Cad,Bane,cad.bane@scanner.com,+1-555-734-7654,/images/32730745.jpg,Associate,Technician,Galactic Operations
14768621,Hera,Syndulla,hera.syndulla@scanner.com,+1-555-791-1304,/images/14768621.jpg,Associate,Technician,Security & Strategy
65364136,IG-88,Unknown,ig-88.unknown@scanner.com,+1-555-955-4290,/images/65364136.jpg,Associate,Coordinator,Galactic Operations
58949404,Obi-Wan,Kenobi,obi-wan.kenobi@scanner.com,+1-555-767-7235,/images/58949404.jpg,Associate,Manager,Galactic Operations
64883113,Qui-Gon,Jinn,qui-gon.jinn@scanner.com,+1-555-500-5812,/images/64883113.jpg,Project Lead,Manager,Rebel Relations
58636842,Cad,Bane,cad.bane@scanner.com,+1-555-797-4654,/images/58636842.jpg,Senior Officer,Analyst,Droid Services
84592281,Bo-Katan,Kryze,bo-katan.kryze@scanner.com,+1-555-484-6455,/images/84592281.jpg,Senior Officer,Technician,Droid Services
80061301,Hux,Unknown,hux.unknown@scanner.com,+1-555-428-5978,/images/80061301.jpg,Senior Officer,Manager,Rebel Relations
20793921,Leia,Organa,leia.organa@scanner.com,+1-555-879-5490,/images/20793921.jpg,Support Specialist,Coordinator,Galactic Operations
43654476,Chirrut,Îmwe,chirrut.îmwe@scanner.com,+1-555-650-3864,/images/43654476.jpg,Support Specialist,Technician,Galactic Operations
97627493,Cara,Dune,cara.dune@scanner.com,+1-555-391-4584,/images/97627493.jpg,Associate,Technician,Droid Services
64954925,Thrawn,Unknown,thrawn.unknown@scanner.com,+1-555-934-2273,/images/64954925.jpg,Associate,Analyst,Galactic Operations
82537373,Grogu,Unknown,grogu.unknown@scanner.com,+1-555-823-8502,/images/82537373.jpg,Associate,Manager,Galactic Operations
76600519,Baze,Malbus,baze.malbus@scanner.com,+1-555-767-6890,/images/76600519.jpg,Associate,Coordinator,Security & Strategy
91519977,Han,Solo,han.solo@scanner.com,+1-555-454-3067,/images/91519977.jpg,Project Lead,Manager,Security & Strategy
47705171,Echo,Unknown,echo.unknown@scanner.com,+1-555-391-6924,/images/47705171.jpg,Support Specialist,Coordinator,Security & Strategy
74874792,Yoda,Unknown,yoda.unknown@scanner.com,+1-555-583-3888,/images/74874792.jpg,Associate,Technician,Rebel Relations
45177456,Admiral,Ackbar,admiral.ackbar@scanner.com,+1-555-758-7684,/images/45177456.jpg,Support Specialist,Technician,Security & Strategy
54359600,K2,SO,k2.so@scanner.com,+1-555-788-9003,/images/54359600.jpg,Senior Officer,Manager,Droid Services
29645196,Aurra,Sing,aurra.sing@scanner.com,+1-555-540-7568,/images/29645196.jpg,Project Lead,Manager,Security & Strategy
38285369,Admiral,Ackbar,admiral.ackbar@scanner.com,+1-555-421-7485,/images/38285369.jpg,Senior Officer,Technician,Rebel Relations
39920951,Finn,Unknown,finn.unknown@scanner.com,+1-555-542-2961,/images/39920951.jpg,Associate,Technician,Security & Strategy
82523788,Cad,Bane,cad.bane@scanner.com,+1-555-895-3444,/images/82523788.jpg,Support Specialist,Manager,Galactic Operations
76031763,Ventress,Unknown,ventress.unknown@scanner.com,+1-555-501-9999,/images/76031763.jpg,Project Lead,Analyst,Droid Services
56425652,K2,SO,k2.so@scanner.com,+1-555-806-8078,/images/56425652.jpg,Senior Officer,Technician,Droid Services
67023662,Mace,Windu,mace.windu@scanner.com,+1-555-420-3713,/images/67023662.jpg,Associate,Coordinator,Security & Strategy
36807107,Cody,Unknown,cody.unknown@scanner.com,+1-555-228-1868,/images/36807107.jpg,Senior Officer,Technician,Droid Services
88196117,Mon,Mothma,mon.mothma@scanner.com,+1-555-370-8161,/images/88196117.jpg,Associate,Manager,Droid Services
68569011,Ezra,Bridger,ezra.bridger@scanner.com,+1-555-650-3477,/images/68569011.jpg,Associate,Manager,Galactic Operations
34031280,Bossk,Unknown,bossk.unknown@scanner.com,+1-555-734-8321,/images/34031280.jpg,Senior Officer,Coordinator,Rebel Relations
57539479,Thrawn,Unknown,thrawn.unknown@scanner.com,+1-555-899-5036,/images/57539479.jpg,Associate,Analyst,Droid Services
24865293,Wedge,Antilles,wedge.antilles@scanner.com,+1-555-747-6173,/images/24865293.jpg,Support Specialist,Analyst,Galactic Operations
